Title,Release year,Genre,Duration,Rating,Viewership Certificate,User votes,Plot synopsis,Director,Poster Link
Faithful,1996,"['Comedy', 'Crime', 'Drama']",1h 31m,5.8,R,2.3K,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",Paul Mazursky,https://m.media-amazon.com/images/M/MV5BOWQzNGIxNmMtNjhjMS00Njc5LWI1N2MtODczZDEyYjI2M2Q4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
A Question of Faith,2017,['Drama'],1h 44m,6,PG,1.2K,"When tragedy strikes three families, their destiny forces them on a converging path to discover God's love, grace, and mercy as the challenges of their fate could also resurrect their beliefs.",Kevan Otto,https://m.media-amazon.com/images/M/MV5BZTYwOTNlNTQtN2E2MC00NDQzLTlhZDQtOTdmMjc3YzY1ODMxXkEyXkFqcGdeQXVyMTYyOTY0Nw@@._V1_.jpg
Cuisine de la 'Pocalypse,,,,,,,,,
Hellstorm,2015,"['Documentary', 'History', 'War']",,,,,,,
Brats,2024,['Documentary'],,,,,,,
Beyond a Reasonable Doubt,1956,"['Crime', 'Drama', 'Film-Noir']",1h 20m,6.9,Approved,5.9K,A novelist aided by his future father-in-law conspires to frame himself for the murder of a burlesque dancer as part of an effort to ban capital punishment.,Fritz Lang,https://m.media-amazon.com/images/M/MV5BMjI0NzUzMjg0OF5BMl5BanBnXkFtZTgwOTc4NTE2MjE@._V1_.jpg
Not Fade Away,,,,,,,,,
Goodbye Again,1961,"['Drama', 'Romance']",2h,7,Not Rated,3.1K,"A successful business woman, dissatisfied with her current, philandering lover, starts an affair with a much younger man.",Anatole Litvak,https://m.media-amazon.com/images/M/MV5BMWRkMDNmMWEtNTY4NS00YTRjLWFmODQtNTBhNGU4OGJkZjY2XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg
The Human Tornado,1976,"['Action', 'Comedy', 'Drama']",1h 36m,6.1,R,2K,"Dolemite flees to California, where he helps Queen Bee and her Kung Fu prostitutes battle a local gangster.",Cliff Roquemore,https://m.media-amazon.com/images/M/MV5BMDRmYzk0YjAtYzA4Yi00ZjI3LTk0NmMtMDMwMGQwMmViMzBiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
B.A.S.H.,2024,['Drama'],,,,,,,
Mulan: Rise of a Warrior,2009,"['Adventure', 'Drama', 'Romance']",1h 54m,6.6,Not Rated,6.9K,"The epic story of the Chinese girl-warrior, Mulan, who fights to defend her father.",Jingle Ma,https://m.media-amazon.com/images/M/MV5BNmMyMTY2YmEtZjM2ZS00ZWQ5LWE4YjEtOGMxOGZhY2RlZjJjXkEyXkFqcGdeQXVyNDM2OTEyOTM@._V1_.jpg
The Affairs of Dobie Gillis,1953,"['Comedy', 'Musical']",1h 12m,6.1,Approved,802,"Pansy is sent off broken-hearted to an eastern school, but with help from Happy Stella Kowalski's all-girl band, several hundred students, and an enraged police force, Dobie secures Pansy's return to Grainbelt.",Don Weis,https://m.media-amazon.com/images/M/MV5BNGNkMjM3NjMtNWJiNS00ZTZiLWEyNTQtNTMxMmIyMTMxNzU3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg
All Roads Lead Home,2008,"['Drama', 'Family']",1h 48m,5.8,PG,929,"When Belle, struggling with the loss of her mom, is sent to live with her grandfather, she soon becomes the savior of all living things! An old race horse and Atticus the dog change Belle's life, and in turn the life of those who love her.",Dennis Fallon,https://m.media-amazon.com/images/M/MV5BMTg4MjM3NTI0OV5BMl5BanBnXkFtZTcwMzY2Mjc1MQ@@._V1_.jpg
Tully,2000,['Drama'],1h 42m,7.3,R,2K,"Tully can get any girl he wants and often does every night - until he meets the new girl, Ella - who reveals something within him and his family they've long buried.",Hilary Birmingham,https://m.media-amazon.com/images/M/MV5BMTE5ODMzMDU2OV5BMl5BanBnXkFtZTYwMTA2MTc2._V1_.jpg
Kiss of the Tarantula,1975,['Horror'],1h 25m,4.4,PG,873,"A disturbed teenage girl unleashes her pet tarantula against her ""enemies.""",Chris Munger,https://m.media-amazon.com/images/M/MV5BNzkzZDE0NjUtZjQ0Ny00Yzg2LWIyNDctM2EwNTA0NGQ0NWNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
Hollywood Hot Tubs,1984,['Comedy'],1h 43m,3.8,R,507,"A young man gets a job repairing hot tubs for the rich and famous in Tinseltown, thanks to his parents. As he moves from one bubbly tub to the next, sexual situations change accordingly.",Chuck Vincent,https://m.media-amazon.com/images/M/MV5BNmE5ZjFjNmQtZWY5Yy00NzljLWFkMDUtNzk2YmZkNzg0YzJiXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg
The Pearl of Death,1944,"['Crime', 'Drama', 'Mystery']",1h 9m,7.1,Approved,4.9K,"When a valuable pearl with a sinister reputation is stolen, Sherlock Holmes must investigate its link to a series of brutal murders.",Roy William Neill,https://m.media-amazon.com/images/M/MV5BMTUwMDg3MzQ4NV5BMl5BanBnXkFtZTgwNjU3NTA1MjE@._V1_.jpg
Cheetah,1989,"['Adventure', 'Drama', 'Family']",1h 23m,5.9,G,1.2K,"A ""born free"" type story set in Kenya about an orphaned cheetah cub that is adopted and raised by an American family.",Jeff Blyth,https://m.media-amazon.com/images/M/MV5BYmNkN2VlZDItN2FjMi00NDAxLTkxNzEtYmIzZTc3Njc1ZWVmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
Billy the Kid Versus Dracula,1966,"['Action', 'Drama', 'Horror']",1h 14m,3.8,Approved,2.3K,"Dracula travels to the American West intent on making a beautiful ranch owner his next victim. Her fiance', outlaw Billy the Kid, finds out about it and rushes to save her.",William Beaudine,https://m.media-amazon.com/images/M/MV5BMDJjZTMxZjUtZWFhYS00NmM4LWExNTMtNGQ2ODQ0MWIxNjhiXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg
Ghost Riders,1987,"['Drama', 'Horror', 'Western']",1h 25m,3.5,R,241,An outlaw gang hanged by a posse in the late 1880s comes back from the grave to terrorize the descendants of the posse's leader.,Alan Stewart,https://m.media-amazon.com/images/M/MV5BODM5NTc0YzktMjRjNS00YzVhLTgyYmUtNjdhOTk2MzhjZTE1XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg
Has Anybody Seen My Gal,1952,"['Comedy', 'Musical']",1h 28m,7.1,Approved,1.8K,An aging heir-less millionaire wants to leave his fortune to the unsuspecting family of his first love but not before testing his prospective heirs by living with them under the guise of a poor boarder.,Douglas Sirk,https://m.media-amazon.com/images/M/MV5BN2UwMzY0OTktNDkyNi00NzRkLTg1N2UtMmJjOWIzOGY5ZWMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
American Hero,2015,"['Action', 'Comedy', 'Drama']",1h 26m,5,Not Rated,4.5K,"Melvin, a reluctant Superhero, lives only for crime, women and drugs - until he realises that the only way he will ever get to see his estranged son is to go straight and fulfil his potential as a crime fighter.",Nick Love,https://m.media-amazon.com/images/M/MV5BMTUxNDE2NDU5Ml5BMl5BanBnXkFtZTgwMTE4MDczNzE@._V1_.jpg
The Identical,2014,"['Drama', 'Music']",1h 47m,5.3,PG,3K,"Twin brothers are unknowingly separated at birth; one of them becomes an iconic rock 'n' roll star, while the other struggles to balance his love for music and pleasing his father.",Dustin Marcellino,https://m.media-amazon.com/images/M/MV5BMTUxMzMzMTUzNV5BMl5BanBnXkFtZTgwNTUyMTMxMjE@._V1_.jpg
One of Our Dinosaurs Is Missing,1975,"['Adventure', 'Comedy', 'Family']",1h 34m,5.9,G,1.9K,"A suspected Western spy steals a secret microfilm from China and hides it in the skeleton of a museum dinosaur, prompting a frantic search for it by various interested parties.",Robert Stevenson,https://m.media-amazon.com/images/M/MV5BYWI0M2NmOTEtZDhiOS00MTZkLWIzYjYtNDVkZmU2MjJkYTNkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg
Alex of Venice,2014,['Drama'],1h 26m,5.8,R,3.4K,A workaholic attorney is forced to reinvent her life after her husband suddenly leaves.,Chris Messina,https://m.media-amazon.com/images/M/MV5BMTUxMTUxMDcxNl5BMl5BanBnXkFtZTgwODc0Mjk1NDE@._V1_.jpg
Kiss the Bride,2007,"['Comedy', 'Romance']",1h 40m,5.6,R,1.7K,"Matt is shocked to learn that his ex-boyfriend Ryan is getting married, and he makes plans to rescue him from whatever ""she-devil"" has lured him into this huge mistake.",C. Jay Cox,https://m.media-amazon.com/images/M/MV5BMTg1ODgwODU4M15BMl5BanBnXkFtZTcwOTY0ODU2MQ@@._V1_.jpg
Tomorrow Is Forever,1946,"['Drama', 'Romance', 'War']",1h 44m,7.3,Approved,3K,"An American World War I soldier whose disfigured face is reconstructed by Austrian plastic surgeons returns home after 20 years, but no one recognizes him, his widow is married to another man, and his son is a grown young man.",Irving Pichel,https://m.media-amazon.com/images/M/MV5BY2EzZDJiNDUtNmI4Ni00MDZhLThkZDYtZGRmMzI2MzY4NDdlXkEyXkFqcGdeQXVyMjc1NjE1MzM@._V1_.jpg
Acceleration,2019,"['Action', 'Thriller']",1h 25m,3.6,Not Rated,2.6K,"A mom has one night to do some tasks in LA requiring a gun, if she wants to see her son alive. He's held by a mob boss.",Michael Merino,https://m.media-amazon.com/images/M/MV5BZTk0NDMwOWYtNzUyYy00MzFlLWFlZTQtNzE4MzM3NzNhOGZjXkEyXkFqcGdeQXVyMTUxMjk0ODMy._V1_.jpg
Unlucky Charms,2013,"['Fantasy', 'Horror']",1h 11m,3.8,Unrated,467,"Five girls vie for a chance to model diva Deedee DeVille's fashion line, but they're soon competing for their lives against four mythical beings, led by the mischievous Farr Darrig.",Charles Band,https://m.media-amazon.com/images/M/MV5BNGFhZTIwZjktNjU0Yi00YjUwLWFkYzgtNTU4ZTc3ZjkzZGJiXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_.jpg
Stacy's Knights,1983,['Drama'],1h 40m,4.6,PG,510,"Two young gamblers are on a non-stop roll, but soon the casino wants to even the odds and bring their winning streak to a close.",Jim Wilson,https://m.media-amazon.com/images/M/MV5BNWM3YzRjMDAtY2U3OS00MDg0LWJmZTctYzhjMTMwNTQ2OWEzL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
The Last Guerrilla,1974,"['Action', 'Drama', 'Romance']",1h 42m,5.4,PG,361,Partisans in Yugoslavia clash with the Germans that have invaded their homeland in several confrontations until the climactic battle at Hell River.,Stole Jankovic,https://m.media-amazon.com/images/M/MV5BOTM5YmQyZjMtNDBmZC00Y2ZkLTk2MzQtZGU3ZGU1MTAyODA4XkEyXkFqcGdeQXVyNzI2Mjg4MDg@._V1_.jpg
Happy Valley,2008,['Documentary'],1h 30m,6.5,PG-13,81,"Deep in the heart of Utah, commonly referred to as ""Happy Valley,"" residents enjoy one of the lowest crime rates, highest literacy and language fluency - even the most jello consumption - across the nation. Yet under the glossy exterior of this beautiful community, there are less... Read all",R.K. Williams,
The Wild Bunch,,,,,,,,,
Dance with Death,1992,['Thriller'],1h 30m,4.6,R,419,A beautiful society reporter goes undercover as a stripper to investigate a murderer stalking the girls at the strip club.,Charles Philip Moore,https://m.media-amazon.com/images/M/MV5BOGZlYTA5MDUtYTNhYS00YTMwLTk5NmEtYjQxNDg3N2U5MzRlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg
Lumberjack Man,2015,"['Comedy', 'Horror']",1h 45m,4.2,R,1.4K,"As the staff of Good Friends Church Camp prepares for a spring break filled with ""Fun Under the Son"", a demon logger rises from his sap boiler to wreak his vengeance and feast on flapjacks soaked in the blood of his victims.",Josh Bear,https://m.media-amazon.com/images/M/MV5BZDA5OTNkZWMtNjQ1MC00NThkLWI3ODAtNjM1MTYxMTdkMWU0XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg
Scotty and the Secret History of Hollywood,,,,,,,,,
Ring of Fire,1961,"['Adventure', 'Crime', 'Drama']",1h 31m,6.2,Approved,676,"In the 1960s Oregon, two sheriff deputies arrest three teenagers for robbery but are overpowered and taken hostage while forest fires rage all around them.",Andrew L. Stone,https://m.media-amazon.com/images/M/MV5BMGU3OGQ2MzMtYjFiZS00OGQ4LWI1MmYtM2ZjZTM5YjBlN2Q1XkEyXkFqcGdeQXVyNTI3NTM4MTA@._V1_.jpg
For Those About to Rock: Monsters in Moscow,1992,"['Documentary', 'Music']",1h 24m,9,R,241,"A video containing live performances by AC/DC, Metallica, The Black Crowes, Pantera and E.S.T. in the Tushino Airfield in Moscow, during the implosion of the Soviet Union.",Wayne Isham,https://m.media-amazon.com/images/M/MV5BNzVlNTAwYTctZTdkNS00NDJhLTkzZjctYmY1M2NmMTYwNjRiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
I am Al Ittihad,2024,"['Drama', 'History', 'Sport']",,,,,,,
Pot o' Gold,1941,"['Comedy', 'Musical', 'Romance']",1h 26m,6,Approved,2.1K,"Jimmy goes to work with his uncle, the owner of a food factory. Before he gets there, he befriends an Irish family who happens to be his uncle's worst enemy because of their love for music and in-house band who constantly practices.",George Marshall,https://m.media-amazon.com/images/M/MV5BN2I3MmFiNmMtNjU3NS00N2M2LWFhMTgtOThlYWMwZDFjN2Q4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg
Tomb Raider Ascension,2007,"['Action', 'Adventure', 'Fantasy']",,,,,,,
Carnival of Blood,1970,['Horror'],1h 27m,3.8,GP,641,"A psychopathic killer uses the carousel ride at a carnival to pick his victims, who he then murders and dismembers.",Leonard Kirtman,https://m.media-amazon.com/images/M/MV5BNjI0MjY4N2EtOTRiZi00MGNiLWIxNzMtYTdjOWJiYmI0YTNmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
The Bad Pack,1997,['Action'],1h 31m,4.3,R,531,"Mexican immigrants in a small Texas border town, under attack by a local militia group, hire a band of mercenaries to protect them.",Brent Huff,https://m.media-amazon.com/images/M/MV5BMTg4Mjg0OTM0MV5BMl5BanBnXkFtZTYwOTM5MTQ5._V1_.jpg
Adrienne,2021,"['Documentary', 'Biography']",,,,,,,
Red Dirt,2000,"['Drama', 'Romance']",1h 50m,6.1,Not Rated,1K,"Red Dirt offers the story of a young man's search to belong in this sublime expression of love and reconciliation. At only twenty, Griffith is struggling with the responsibilities of caring for his unwell aunt, grieving the loss of their family's matriarch, and his own dreams of ... Read all",Tag Purvis,https://m.media-amazon.com/images/M/MV5BNDI3MzUxNDI1OV5BMl5BanBnXkFtZTcwODQ1MjkxMQ@@._V1_.jpg
Adventures of Don Juan,1948,"['Action', 'Adventure', 'Romance']",1h 50m,7,Approved,3.5K,The great lover Don Juan comes to the assistance of his queen.,Vincent Sherman,https://m.media-amazon.com/images/M/MV5BZTc0MDYzYTAtYmFhMy00MWI0LWI0MWQtZmM5ZTA3NjJjZTliXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
Silent Life: The Story of the Lady in Black,2023,['Drama'],,,,,,,
Scents and Sensibility,2011,"['Comedy', 'Drama', 'Romance']",1h 30m,5.4,PG,1.7K,"Two sisters find that they have to make their own way in the world after their father is jailed. Elinor is a cleaner in a spa. Marianne works for a marketing company but she also makes scented lotions, which turn out to be a real winner.",Brian Brough,https://m.media-amazon.com/images/M/MV5BMjE1MjQ4MjM0OF5BMl5BanBnXkFtZTgwNzc0NDA2MDE@._V1_.jpg
Farm House,2008,"['Horror', 'Mystery', 'Thriller']",1h 35m,5.5,R,2.6K,"Farmhouse is a psychological thriller set in the modern day mid-west. We follow a young couple as they leave their everyday lives behind and head out to a new beginning; starting over from scratch. After becoming stranded in an isolated Wine Vineyard in the middle of nowhere, the... Read all",George Bessudo,https://m.media-amazon.com/images/M/MV5BMjA2Mjc1ODU2NF5BMl5BanBnXkFtZTcwMTg1Mjk3Mw@@._V1_.jpg
Ruckus,1980,"['Action', 'Drama', 'Thriller']",1h 33m,5.7,PG,800,"A Vietnam veteran passing through a small town is harassed by local bullies but he fights back, using his wartime skills, and triggers a full-scale police manhunt.",Max Kleven,https://m.media-amazon.com/images/M/MV5BOGE5NjZkY2QtOWIwMC00Y2U2LTlkYzQtYjg0MTYyOTFhZWU1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
Shepherd: The Story of a Jewish Dog,2019,"['Action', 'Family', 'Mystery']",,,,,,,
The Reluctant Debutante,1958,"['Comedy', 'Romance']",1h 34m,6.7,Approved,1.8K,"While visiting her father, an American teenage girl is thrown into London society during its ""Debutante Season.""",Vincente Minnelli,https://m.media-amazon.com/images/M/MV5BNTE2YTY3M2ItYWVjOS00MTUxLWI5YjEtMWQwYjZjMTMwYWFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
Path of the Panther,2022,['Documentary'],1h 29m,7.6,PG,157,A once-in-a-lifetime sighting triggers a deep dive into the uncharted world of the Florida Panther. It's a race against time - to reveal the unseen natural history of an icon surviving in an ancient ecosystem.,Eric Bendick,https://m.media-amazon.com/images/M/MV5BMGRkNzVjOGEtNmQ1OC00OTE5LTk2ZWUtNzUzY2M4OTllNjQ1XkEyXkFqcGdeQXVyNjE4ODA3NTY@._V1_.jpg
The Heart,,,,,,,,,
Amateur Porn Star Killer 2,2008,"['Crime', 'Horror']",1h 20m,2.9,Unrated,919,This sequel to Amateur Porn Star Killer. The film follows a deranged serial killer who poses as a filmmaker to lure women into his lair.,Shane Ryan-Reid,https://m.media-amazon.com/images/M/MV5BMTMyNTkxOTY1MV5BMl5BanBnXkFtZTcwMzY4OTY4Mg@@._V1_.jpg
China,1943,"['Drama', 'War']",1h 19m,6.6,Approved,638,"During the Japanese invasion of China, a cynical, macho profiteer meets a compassionate, beautiful schoolteacher.",John Farrow,https://m.media-amazon.com/images/M/MV5BMmEzMzgwOWItNGIwYy00YjQxLWFkZGUtZGRlYjg2N2I3NTM4XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg
The Monster of Florence,,,,,,,,,
El camino,2008,['Drama'],1h 31m,5.7,Not Rated,170,"Elliot, 31, a product of the Washington D.C. foster care system, has spent most of his life moving from place to place. When he is contacted by Matthew, a childhood friend from ""the system"" dying of cancer, Elliot goes to be by his side. At the funeral, he meets Gray and Lily, tw... Read all",Erik S. Weigel,https://m.media-amazon.com/images/M/MV5BMTU2Nzc4NjgzN15BMl5BanBnXkFtZTcwMjI0Mjg0MQ@@._V1_.jpg
Osiris,,,,,,,,,
Deep Jaws,1976,['Comedy'],1h 29m,4.6,Unrated,215,"A bankrupt studio schemes the government to finance a sexploitation mermaids film. Casting couches thus join the already exploitive studio. Meanwhile, the Secretary of State arranges an affair with the studio head's buxom wife Henrietta.",Perry Dell,https://m.media-amazon.com/images/M/MV5BZTI4ZWExMTMtYmViMi00MzdlLWFiODctYjExMDliNDhiZDA5XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg
12 and Holding,2005,['Drama'],1h 34m,7.4,R,7.1K,"After his twin brother is accidentally killed by vengeful bullies, a 12-year old boy and his friends face the harsh realities of death, teenage hormones, and family dysfunction.",Michael Cuesta,https://m.media-amazon.com/images/M/MV5BMTIyNDA4ODU2M15BMl5BanBnXkFtZTcwNDIzNjkzMQ@@._V1_.jpg
Love Me Deadly,1972,['Horror'],1h 35m,5.5,R,673,A young socialite struggling to control her necrophiliac urges is torn between her affection for a kind businessman and the mortician who supplies her with bodies.,Jacques Lacerte,https://m.media-amazon.com/images/M/MV5BNWNmNmY5MTctNDE2My00NDAzLTkzMWUtNDVhYmU5NDU4Nzk2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
The Ribbon,2024,['Drama'],,,,,,,
Miss Valentine,,,,,,,,,
Vital Signs,1990,"['Drama', 'Romance']",1h 43m,5.5,R,871,"The story of a group of third-year students at a Los Angeles medical school and their struggles with love, their studies and one another.",Marisa Silver,https://m.media-amazon.com/images/M/MV5BNzU0ZWIzZmYtOTg3Yy00ODQzLTkxYjctZTc2MzA0OGIwYmY5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
You Can't Hurry Love,1988,"['Comedy', 'Romance']",1h 32m,4.7,R,586,"A comedy of a guy who is told the only way to be successful in LA is by ""pretending to be someone else."" Through a series of dates at a video dating service, he learns that isn't the case, and that it's better to be yourself, rather than what you think others want you to be. Base... Read all",Richard Martini,https://m.media-amazon.com/images/M/MV5BNzVhMmQ4NjItZjQxNC00MjAzLTg0NzYtOGNjMTdjYzk1N2Y3XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_.jpg
The Last Days of Capitalism,2020,['Drama'],,,,,,,
Age Out,2018,"['Crime', 'Drama']",1h 31m,6,PG-13,1.1K,"Fresh out of foster care at age 18, a young drifter turns to petty crime to survive, and discovers an impossible love in an unlikely friend.",A.J. Edwards,https://m.media-amazon.com/images/M/MV5BOTViMWFhNjEtODgxMy00MWQ0LWI0M2MtYTdhNTE5NWM3NGFjXkEyXkFqcGdeQXVyNTUyMzY1MDI@._V1_.jpg
The Barbarian and the Geisha,1958,"['Adventure', 'Drama', 'History']",1h 45m,5.7,TV-G,2.2K,"In 1856, the first U.S. Consul General to Japan encounters the hostility of the local authorities and the love of a young geisha.",John Huston,https://m.media-amazon.com/images/M/MV5BMDJhMWUzMTEtNDA5NC00YTU2LWFmYmUtMzQ4MmE1YTk4YWE3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg
Rosé All Day,2022,['Comedy'],,,,,,,
The Vortex,,,,,,,,,
Dumb & Dahmer,2021,['Horror'],1h 30m,5.2,Unrated,39,"Jeffrey Dahmer has the same name as the serial killer, and he has the same appetites. He struggles with his inclinations, often leading to serious trouble. The idea for the movie began when the real-life history of law enforcement in this case seemed almost like slapstick comedy.... Read all",Bill Zebub,https://m.media-amazon.com/images/M/MV5BMjE4NjlkYzAtNzM1MS00Y2RiLWE3ZGUtZTNiYzljODA0YzkxXkEyXkFqcGdeQXVyMzg2NTkzNg@@._V1_.jpg
Welcome to the Blumhouse,2020,"['Horror', 'Thriller']",,,,,,,
Life Is Hot in Cracktown,2009,"['Crime', 'Drama']",1h 39m,6.1,R,1.9K,Various stories of how crack cocaine has infiltrated the inner-city streets.,Buddy Giovinazzo,https://m.media-amazon.com/images/M/MV5BMzMyOTMwNzg2NV5BMl5BanBnXkFtZTcwODc5Mzc1Mg@@._V1_.jpg
Lonelyhearts,1958,['Drama'],,,,,,,
Roundabout American,2012,"['Comedy', 'Romance']",1h 26m,4,Unrated,190,A young French chef with a fondness for America and a life in shambles pushes the limits of the American Dream by converting a Chicago pizza shop into an escort-service for the super-rich with the help of a suburban slacker who dwells in his parents' basement.,Boris Wexler,https://m.media-amazon.com/images/M/MV5BMTkwMjA2MDQyNV5BMl5BanBnXkFtZTcwMzkyNTA1Nw@@._V1_.jpg
